% # columns="iteration, evaluation, void, void, void, xmean", seed=1166833, Fri Oct 25 12:12:48 2019, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 6 0 0 0 26.931520554183855 46.91317140951015
2 12 0 0 0 21.906551121903593 42.86751470446498
3 18 0 0 0 11.523848054728719 32.85866660075496
4 24 0 0 0 1.4249424469787524 12.700642878214524
5 30 0 0 0 -3.937362735247044 9.099444132053225
6 36 0 0 0 -5.008349411006879 10.966503676299704
7 42 0 0 0 -10.580587376028465 7.1586251079225525
8 48 0 0 0 -9.5465250966341 -0.7853746837461157
9 54 0 0 0 -8.743111105676133 -4.334366437132618
10 60 0 0 0 -3.250121162791756 -3.7217527996370627
11 66 0 0 0 0.9546859487483887 0.5804664408782001
12 72 0 0 0 1.1382949987189144 0.7207229311076577
13 78 0 0 0 -0.886971731320584 0.8281690787758126
14 84 0 0 0 -1.4480640423568485 -0.33233275904304993
15 90 0 0 0 -1.27135246499229 1.8272632458870102
16 96 0 0 0 -1.211680156763492 -0.6244338532154092
17 102 0 0 0 0.01898865049066334 1.1717447237400982
18 108 0 0 0 0.29038947659769354 0.8696051598388463
19 114 0 0 0 0.783398503536744 0.3927111080546128
20 120 0 0 0 -0.009614824583209836 -0.060031320405968536
21 126 0 0 0 -0.5104714549902231 -0.2397205315284771
22 132 0 0 0 0.009965127850536049 0.362547692870334
23 138 0 0 0 -0.16278892881883977 0.14073928758576648
24 144 0 0 0 0.04298301840227514 0.019149997862135754
25 150 0 0 0 0.04277416744837302 -0.06999898365288686
26 156 0 0 0 0.10732092541382296 -0.165487774735452
27 162 0 0 0 0.057410481718161085 -0.09861069576875837
28 168 0 0 0 -0.050831359733010686 0.019594950710414047
29 174 0 0 0 0.060892501062929996 -0.09621065490273223
30 180 0 0 0 0.03775224018694219 -0.07116521815668156
31 186 0 0 0 0.01586338612289487 -0.036230329493221414
32 192 0 0 0 0.015004830723280146 0.015977783218953517
33 198 0 0 0 -0.0030660175455260678 0.005124318685974051
34 204 0 0 0 -0.013149553073635275 -0.023067560059641095
35 210 0 0 0 -0.02955906736529218 -0.002902584904240571
36 216 0 0 0 -0.0018643077871563392 -0.0035147185531139054
37 222 0 0 0 0.0028638850580230977 0.007231499842714564
38 228 0 0 0 0.008589061635305895 -0.006327243272838668
39 234 0 0 0 0.0022193794458341297 0.0015160794582680728
40 240 0 0 0 -0.006723724546007511 -0.004339310137445285
41 246 0 0 0 -0.006598816235100242 -0.0052921356731786785
42 252 0 0 0 -2.2630166098882958e-05 0.004163315537957947
43 258 0 0 0 0.0008382056520347431 0.0008429121616725364
44 264 0 0 0 0.0001721581526756763 0.0030453855590984098
45 270 0 0 0 -0.0009376516954800939 0.0031928513038873042
46 276 0 0 0 -4.368071587051124e-05 -0.0009454711321278935
47 282 0 0 0 0.0016890388188577556 -0.0004139197370123893
48 288 0 0 0 -0.00013138900263220238 0.0008303304643226986
49 294 0 0 0 -0.0010405987516747582 0.00020210659731326045
50 300 0 0 0 -0.0007977836666014184 0.0009317854880357315
51 306 0 0 0 -0.0005898300329871931 0.00035467737335363747
52 312 0 0 0 0.0002823883688729326 5.680593328739018e-05
53 318 0 0 0 -0.0005503724563611194 -7.92039500669131e-05
54 324 0 0 0 -0.00020172902546452078 -2.055750178093144e-05
55 330 0 0 0 -0.00015028777758073166 -0.00013011784174533553
56 336 0 0 0 -6.747251411149714e-05 -9.862245496644622e-05
57 342 0 0 0 4.2797724195067863e-05 -2.886555440453533e-05
58 348 0 0 0 5.839205082658702e-05 -4.379833356725784e-05
59 354 0 0 0 0.00011387707074222929 5.3364919132448746e-05
60 360 0 0 0 4.087087805217373e-05 8.600460062910743e-05
61 366 0 0 0 2.1952509094088604e-05 -1.1147767464505284e-05
62 372 0 0 0 1.4037412581189836e-05 1.833569528819788e-05
63 378 0 0 0 2.4884072264156255e-05 1.2430992029359758e-05
64 384 0 0 0 5.8025984732415586e-06 -1.1390392263446757e-05
65 390 0 0 0 3.081267712459347e-06 -2.0701696757544344e-05
66 396 0 0 0 1.0115753468558439e-05 1.1465714310113601e-05
67 402 0 0 0 -3.5709120730511227e-06 4.1245118766327086e-06
68 408 0 0 0 4.593666530772041e-06 2.335407794933414e-06
69 414 0 0 0 -3.752854599339016e-06 1.118828752166497e-06
70 420 0 0 0 -1.8274607264032427e-06 5.015642171772953e-07
71 426 0 0 0 -2.007779759342929e-07 -1.1710258728710829e-06
72 432 0 0 0 9.419488871537939e-07 -1.7219606610039503e-06
73 438 0 0 0 -1.6155097181187535e-06 -4.857007317739053e-07
74 444 0 0 0 -1.9996523406199676e-06 -3.770850716636804e-07
75 450 0 0 0 -8.481967580638801e-07 4.8962870763348e-07
76 456 0 0 0 -1.8201898644470623e-07 8.866863473297308e-07
77 462 0 0 0 1.9437468757345906e-07 6.805535358479781e-07
78 468 0 0 0 -1.2765526808311876e-06 -1.9962780226913595e-07
79 474 0 0 0 2.1213905275338482e-08 -4.0125859742172095e-07
80 480 0 0 0 -2.1060895797650848e-07 4.0372636086565593e-07
81 486 0 0 0 3.0070135018944814e-07 1.1117442156298797e-07
82 492 0 0 0 1.3896526069826685e-07 -1.3928584289055935e-07
83 498 0 0 0 2.348339851001214e-07 -1.0857615777683962e-07
84 504 0 0 0 4.683762286158676e-07 -6.317124850515501e-08
85 510 0 0 0 8.128121870662085e-08 -1.253408793755799e-07
86 516 0 0 0 1.4718681522914179e-07 7.731995414255167e-08
87 522 0 0 0 8.39817171826559e-08 1.1330935016088305e-08
88 528 0 0 0 6.853865884402097e-08 -7.002317441003949e-08
89 534 0 0 0 -2.0697878887640327e-08 -2.534702198251543e-08
90 540 0 0 0 2.5596019238102777e-08 -3.367326750545213e-08
91 546 0 0 0 3.615604663508283e-08 -3.07042441200216e-08
92 552 0 0 0 5.958737076811521e-09 2.8643884861975963e-09
93 558 0 0 0 -3.179861080011061e-09 -4.469592142892558e-09
94 564 0 0 0 1.904605155193912e-08 -1.8300779793994532e-08
95 570 0 0 0 -1.0804022636217328e-09 -3.364888600062156e-09
96 576 0 0 0 4.799019589435137e-09 -4.76779853150224e-09
97 582 0 0 0 8.114043687287241e-09 1.3163058174013058e-08
98 588 0 0 0 8.089938212866942e-09 -2.0548326061543665e-09
99 594 0 0 0 8.041864907074105e-09 -1.0625718716688632e-09
100 600 0 0 0 4.665208360247617e-09 3.506343775269258e-09
101 606 0 0 0 4.769843639875392e-09 7.931192763544372e-09
102 612 0 0 0 2.6772956458362206e-09 5.731222428187684e-09
103 618 0 0 0 -5.361348290498665e-10 1.8663814619691132e-10
104 624 0 0 0 1.1786409520948666e-09 -3.2050517766835937e-09
105 630 0 0 0 -4.2663479229317983e-10 1.9700033710879885e-09
106 636 0 0 0 2.707092848476558e-09 9.900981420659052e-10
107 642 0 0 0 -1.5866748709964985e-09 -1.6201464417312885e-09
108 648 0 0 0 -1.4008432842003218e-09 -8.178039864853764e-10
109 654 0 0 0 1.0593254170565015e-09 -2.473186505134253e-09
110 660 0 0 0 1.4166516654097914e-09 -5.21551349381377e-10
111 666 0 0 0 1.4463898988823574e-09 4.562258268243211e-10
112 672 0 0 0 1.8453892023000701e-09 1.439290145135842e-10
113 678 0 0 0 1.8464055345612114e-10 7.036927664766408e-10
114 684 0 0 0 3.4467779076792374e-10 4.883971670041474e-10
115 690 0 0 0 4.443333403591881e-11 -2.1063561999989602e-10
116 696 0 0 0 2.5777094659470284e-10 -9.374540023704953e-10
117 702 0 0 0 -5.85601822206446e-11 -3.8310792189031695e-10
118 708 0 0 0 3.1113127252608136e-11 -3.211042626188376e-10
119 714 0 0 0 1.7004935200001126e-10 -4.4040380046744206e-11
120 720 0 0 0 1.815502029773236e-10 -1.6942704669147077e-10
121 726 0 0 0 -6.623702714028913e-11 1.130964900798044e-11
122 732 0 0 0 1.0834016841961286e-10 2.136553615449715e-11
123 738 0 0 0 -1.696472302038192e-10 3.950525763846533e-12
124 744 0 0 0 1.0761508301409611e-11 -3.203658623235442e-11
125 750 0 0 0 -2.1387293996134616e-11 -1.021719299141077e-12
126 756 0 0 0 -1.6673571166312897e-11 -2.2564286856942015e-11
127 762 0 0 0 -5.571083078324378e-12 1.988091674266805e-11
128 768 0 0 0 -2.7533716355369568e-11 -8.997163692754288e-13
129 774 0 0 0 -1.5001693837717683e-11 -8.497368637817776e-12
130 780 0 0 0 -8.852872441072357e-12 5.887407866715688e-12
131 786 0 0 0 -1.3940037606398662e-11 -1.512439887347667e-11
132 792 0 0 0 -7.115947236515426e-12 1.0904431418623269e-11
133 798 0 0 0 -1.837238497632593e-12 8.835222044276587e-12
134 804 0 0 0 -4.284491214497945e-12 -6.247862710336945e-13
135 810 0 0 0 1.952677035098652e-12 -2.400285566698144e-13
136 816 0 0 0 1.2135104995675465e-12 2.1540349120073197e-12
136 816 0 0 0 1.2135104995675465e-12 2.1540349120073197e-12
137 822 0 0 0 6.450521242464358e-13 3.243113472118159e-14
137 822 0 0 0 6.450521242464358e-13 3.243113472118159e-14
138 828 0 0 0 1.1669513277220175e-12 -7.680038328485318e-13
138 828 0 0 0 1.1669513277220175e-12 -7.680038328485318e-13
139 834 0 0 0 -6.119198286394885e-13 -7.835517160694665e-13
139 834 0 0 0 -6.119198286394885e-13 -7.835517160694665e-13
140 840 0 0 0 -1.5792383865888627e-12 4.3848087789888906e-13
140 840 0 0 0 -1.5792383865888627e-12 4.3848087789888906e-13
141 846 0 0 0 -3.113787883823571e-13 2.889745709923034e-13
141 846 0 0 0 -3.113787883823571e-13 2.889745709923034e-13
142 852 0 0 0 -1.174034800096483e-13 3.7261047772582047e-13
142 852 0 0 0 -1.174034800096483e-13 3.7261047772582047e-13
143 858 0 0 0 -1.7025979262810906e-13 4.0439471564516435e-13
143 858 0 0 0 -1.7025979262810906e-13 4.0439471564516435e-13
144 864 0 0 0 -5.416580333802921e-13 -9.120765133387607e-14
144 864 0 0 0 -5.416580333802921e-13 -9.120765133387607e-14
145 870 0 0 0 -1.609628055600668e-13 1.3340311670686856e-13
145 870 0 0 0 -1.609628055600668e-13 1.3340311670686856e-13
