% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=1166833, Fri Oct 25 12:12:48 2019
1 6 0 0 0.263818576191368 0.263818576191368 1 1
2 12 0 0 0.39588660427490946 0.39588660427490946 1 1
3 18 0 0 0.7363816189361339 0.7363816189361339 1 1
4 24 0 0 0.8733649688258005 0.8733649688258005 1 1
5 30 0 0 0.8684516397586004 0.8684516397586004 1 1
6 36 0 0 0.8818345110083212 0.8818345110083213 1 1
7 42 0 0 0.8695960472494253 0.8695960472494253 1 1
8 48 0 0 0.8135989658763656 0.8135989658763655 1 1
9 54 0 0 0.7160999428346173 0.7160999428346173 1 1
10 60 0 0 0.5271375707243845 0.5271375707243845 1 1
11 66 0 0 0.5133010779448769 0.5133010779448769 1 1
12 72 0 0 0.4161043780035345 0.41610437800353445 1 1
13 78 0 0 0.19865592978807997 0.19865592978807994 1 1
14 84 0 0 0.1272103645214469 0.1272103645214469 1 1
15 90 0 0 0.19127503194018436 0.19127503194018436 1 1
16 96 0 0 0.22561421431704656 0.2256142143170466 1 1
17 102 0 0 0.42277033354656945 0.42277033354656945 1 1
18 108 0 0 0.4086792980738612 0.4086792980738613 1 1
19 114 0 0 0.23310001768454774 0.23310001768454774 1 1
20 120 0 0 0.2700988810094911 0.2700988810094911 1 1
21 126 0 0 0.3534148542391196 0.3534148542391196 1 1
22 132 0 0 0.5706114323917701 0.5706114323917701 1 1
23 138 0 0 0.5557851983197847 0.5557851983197847 1 1
24 144 0 0 0.39614292540996016 0.39614292540996016 1 1
25 150 0 0 0.19860804369394078 0.19860804369394078 1 1
26 156 0 0 0.21204172806662216 0.21204172806662216 1 1
27 162 0 0 0.3072615908528803 0.3072615908528803 1 1
28 168 -0.04879002598310974 -0.04879002598310974 0 0 1 1
29 174 -0.18006553906545156 -0.18006553906545156 0 0 1 1
30 180 -0.21999717628059984 -0.21999717628059984 0 0 1 1
31 186 -0.21467008251696093 -0.21467008251696093 0 0 1 1
32 192 -0.16213490814107315 -0.16213490814107315 0 0 1 1
33 198 0 0 0.030768726821591017 0.030768726821591017 1 1
34 204 0 0 0.03686523116717874 0.03686523116717874 1 1
35 210 -0.04831886538431102 -0.04831886538431103 0 0 1 1
36 216 0 0 0.060650053985569545 0.060650053985569545 1 1
37 222 0 0 0.335794084153549 0.335794084153549 1 1
38 228 0 0 0.2553243900030502 0.2553243900030502 1 1
39 234 0 0 0.31328944217575366 0.31328944217575366 1 1
40 240 0 0 0.2775596344557779 0.2775596344557779 1 1
41 246 0 0 0.17924549272603973 0.17924549272603973 1 1
42 252 0 0 0.4675503752651261 0.4675503752651261 1 1
43 258 0 0 0.3840214875400474 0.3840214875400474 1 1
44 264 0 0 0.301694151643801 0.301694151643801 1 1
45 270 0 0 0.23216438348319943 0.23216438348319945 1 1
46 276 0 0 0.05910552915140096 0.05910552915140095 1 1
47 282 0 0 0.09269677193920327 0.09269677193920327 1 1
48 288 0 0 0.14231251547753143 0.14231251547753143 1 1
49 294 0 0 0.3303595199855718 0.3303595199855718 1 1
50 300 0 0 0.3524597545884866 0.3524597545884866 1 1
51 306 0 0 0.24366689140381068 0.24366689140381068 1 1
52 312 0 0 0.023282518489481468 0.023282518489481468 1 1
53 318 -0.09269763394851394 -0.09269763394851394 0 0 1 1
54 324 -0.04746393180722804 -0.04746393180722804 0 0 1 1
55 330 -0.039599947829366794 -0.039599947829366794 0 0 1 1
56 336 0 0 0.03319184366534002 0.03319184366534002 1 1
57 342 -0.0191946128475477 -0.0191946128475477 0 0 1 1
58 348 0 0 0.04756807368267643 0.04756807368267643 1 1
59 354 0 0 0.1811737857376361 0.1811737857376361 1 1
60 360 0 0 0.17092645553711544 0.17092645553711544 1 1
61 366 0 0 0.1962356902557222 0.1962356902557222 1 1
62 372 0 0 0.2165867979539903 0.21658679795399027 1 1
63 378 0 0 0.014242611357190006 0.014242611357190006 1 1
64 384 0 0 0.14380952059896185 0.14380952059896185 1 1
65 390 0 0 0.04017087936629081 0.04017087936629081 1 1
66 396 0 0 6.314468227966793e-05 6.314468227966793e-05 1 1
67 402 -0.04918903257285158 -0.04918903257285158 0 0 1 1
68 408 -0.13152248107759706 -0.13152248107759706 0 0 1 1
69 414 -0.059353717318997905 -0.0593537173189979 0 0 1 1
70 420 0 0 0.05506003088873273 0.05506003088873273 1 1
71 426 -0.14155180672086642 -0.14155180672086642 0 0 1 1
72 432 -0.0710450585647752 -0.0710450585647752 0 0 1 1
73 438 -0.14603629282580036 -0.14603629282580036 0 0 1 1
74 444 -0.0810687046660772 -0.0810687046660772 0 0 1 1
75 450 -0.054260505273268055 -0.054260505273268055 0 0 1 1
76 456 -0.03434530863197727 -0.03434530863197727 0 0 1 1
77 462 0 0 0.13965098291632705 0.13965098291632705 1 1
78 468 0 0 0.423675623430835 0.423675623430835 1 1
79 474 0 0 0.19519809806309993 0.19519809806309993 1 1
80 480 0 0 0.2483274467151423 0.2483274467151423 1 1
81 486 0 0 0.21038453704164048 0.2103845370416405 1 1
82 492 0 0 0.09299622064831181 0.09299622064831181 1 1
83 498 0 0 0.06117660109549702 0.061176601095497024 1 1
84 504 -0.12659082406158448 -0.12659082406158448 0 0 1 1
85 510 0 0 0.03807339745315719 0.03807339745315719 1 1
86 516 0 0 0.0807240799559292 0.0807240799559292 1 1
87 522 0 0 0.026253817973331043 0.026253817973331043 1 1
88 528 0 0 0.021158288915575987 0.021158288915575987 1 1
89 534 -0.09675078949778379 -0.09675078949778378 0 0 1 1
90 540 -0.15065355797437507 -0.15065355797437507 0 0 1 1
91 546 0 0 0.0191830837003662 0.0191830837003662 1 1
92 552 -0.027590217179521263 -0.02759021717952126 0 0 1 1
93 558 -0.16700762464152424 -0.16700762464152424 0 0 1 1
94 564 -0.09558645392727738 -0.09558645392727738 0 0 1 1
