[16.530534744262695, 288.0772705078125]
[51.113224029541016, 538.46533203125]
[16.730133056640625, 393.3177490234375]
[61.36811065673828, 451.2433776855469]
[61.739871978759766, 455.32745361328125]
[85.45712280273438, 424.8502197265625]
[62.52383804321289, 439.0111389160156]
[112.6534652709961, 409.1897277832031]
[40.552940368652344, 580.4993896484375]
[62.87664031982422, 452.8045959472656]
[74.70738220214844, 507.2027282714844]
[67.44807434082031, 323.081298828125]
[91.3407211303711, 354.24334716796875]
[44.163822174072266, 580.3923950195312]
[181.65884399414062, 463.64031982421875]
[59.72293472290039, 447.1487121582031]
[59.47185134887695, 463.7585754394531]
[43.42747497558594, 457.6387939453125]
[16.697206497192383, 407.45001220703125]
[16.717138290405273, 399.1822204589844]
[16.52810287475586, 557.3232421875]
[88.24298095703125, 453.7921142578125]
[22.490936279296875, 268.8159484863281]
[102.14496612548828, 498.2947998046875]
[36.30231475830078, 440.2992248535156]
[16.605146408081055, 450.92193603515625]
[49.96562957763672, 435.78887939453125]
[92.32785034179688, 376.3042297363281]
[79.24256896972656, 460.2677001953125]
[77.24352264404297, 453.15826416015625]
[61.26595687866211, 450.1207275390625]
[60.05787658691406, 450.1852722167969]
[59.9754524230957, 449.9742126464844]
[16.796627044677734, 467.20513916015625]
[17.657657623291016, 513.1654052734375]
[60.701515197753906, 448.35894775390625]
[38.099395751953125, 456.63409423828125]
[86.3083724975586, 439.6143798828125]
[16.511579513549805, 431.9851379394531]
[48.875152587890625, 375.72003173828125]
[58.60410690307617, 453.6986999511719]
[16.778764724731445, 438.52520751953125]
[16.65500831604004, 455.8619689941406]
[81.36341857910156, 431.20135498046875]
[16.740079879760742, 284.72705078125]
[82.7359848022461, 451.0037536621094]
[17.199010848999023, 420.1574401855469]
[119.3743896484375, 450.34735107421875]
[75.01920318603516, 440.9035949707031]
[37.076107025146484, 467.6194763183594]
[98.94676971435547, 504.504150390625]
[127.52674865722656, 580.1693115234375]
[147.78671264648438, 579.8538818359375]
[28.617630004882812, 558.491943359375]
[61.48076629638672, 453.22149658203125]
[56.09418487548828, 483.4227294921875]
[16.679880142211914, 301.61883544921875]
[203.5789031982422, 579.8970336914062]
[183.68910217285156, 580.0902709960938]
[74.65455627441406, 454.18902587890625]
[156.33998107910156, 349.6251220703125]
[59.42314147949219, 536.822509765625]
[91.86663818359375, 499.3503723144531]
[201.55392456054688, 580.4999389648438]
[126.29609680175781, 452.9835510253906]
[76.16627502441406, 336.5083923339844]
[16.50006103515625, 415.8018798828125]
[16.639320373535156, 526.417236328125]
[190.5965576171875, 393.8496398925781]
[133.7384033203125, 436.47222900390625]
[63.16284942626953, 474.3004455566406]
[75.60115814208984, 377.1326599121094]
[16.519277572631836, 460.4997863769531]
[67.53805541992188, 464.0108337402344]
[29.860830307006836, 382.22882080078125]
[16.801002502441406, 272.5208435058594]
[81.54210662841797, 451.61761474609375]
[97.61397552490234, 495.5470886230469]
[58.473976135253906, 312.0232238769531]
[56.11875534057617, 455.12860107421875]
[16.501136779785156, 479.8084716796875]
[16.715375900268555, 366.1027526855469]
[97.3243637084961, 357.8180236816406]
[263.94866943359375, 459.34417724609375]
[155.59971618652344, 340.0716247558594]
[82.08361053466797, 457.3887939453125]
[151.76113891601562, 504.038330078125]
[16.5003662109375, 417.8016052246094]
[16.50040054321289, 481.0666198730469]
[112.9781265258789, 472.05224609375]
[90.61209106445312, 444.2642822265625]
[157.47866821289062, 436.2134704589844]
[25.386646270751953, 488.5125732421875]
[61.85310363769531, 445.6561279296875]
[141.9579620361328, 552.8704833984375]
[55.22560119628906, 449.4128723144531]
[217.49252319335938, 566.8833618164062]
[58.188838958740234, 419.23529052734375]
[40.22949981689453, 442.9241943359375]
[252.5345916748047, 450.464599609375]
